Attrition Date,Age,Attrition,BusinessTravel,Department,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating
,42,No,Travel_Rarely,Sales,Associates Degree,1,936,Female,Sales Executive,3,Single,6244,7824,7,No,3
,33,No,Travel_Rarely,Research & Development,Master's Degree,1,939,Male,Research Scientist,1,Single,2799,3339,3,Yes,3
,58,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,940,Female,Healthcare Representative,2,Divorced,10552,9255,2,Yes,3
,31,No,Travel_Rarely,Sales,Master's Degree,1,941,Male,Sales Representative,3,Married,2329,11737,3,No,3
,35,No,Travel_Rarely,Research & Development,High School,1,942,Female,Healthcare Representative,4,Married,4014,19170,1,Yes,4
,49,No,Travel_Rarely,Research & Development,Associates Degree,1,944,Female,Laboratory Technician,2,Married,7403,22477,4,No,3
,48,No,Travel_Rarely,Research & Development,Master's Degree,1,945,Male,Research Scientist,3,Married,2259,5543,4,No,3
,31,No,Non-Travel,Sales,Associates Degree,1,947,Female,Sales Executive,3,Married,6932,24406,1,No,3
,36,No,Travel_Rarely,Research & Development,Master's Degree,1,949,Male,Research Scientist,4,Single,4678,23293,2,No,3
,38,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,950,Female,Research Director,1,Married,13582,16292,1,No,3
,32,No,Non-Travel,Research & Development,Bachelor's Degree,1,951,Female,Laboratory Technician,2,Married,2332,3974,6,No,4
11/23/2021 12:00:00 AM,25,Yes,Travel_Rarely,Sales,Associates Degree,1,952,Male,Sales Representative,2,Married,2413,18798,1,Yes,3
,40,No,Travel_Rarely,Sales,Master's Degree,1,954,Male,Sales Executive,2,Divorced,9705,20652,2,No,3
,26,No,Travel_Frequently,Sales,Bachelor's Degree,1,956,Male,Sales Executive,1,Single,4294,11148,1,No,3
,41,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,957,Male,Laboratory Technician,1,Single,4721,3119,2,Yes,3
,36,No,Travel_Rarely,Research & Development,Master's Degree,1,958,Male,Laboratory Technician,3,Single,2519,12287,4,No,4
1/28/2022 12:00:00 AM,19,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,959,Male,Sales Representative,2,Single,2121,9947,1,Yes,3
03-10-2022 00:00,20,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,960,Male,Laboratory Technician,1,Single,2973,13008,1,No,3
,31,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,961,Female,Healthcare Representative,4,Married,5855,17369,0,Yes,3
,40,No,Travel_Frequently,Research & Development,Master's Degree,1,964,Male,Research Scientist,2,Divorced,3617,25063,8,Yes,3
,32,No,Travel_Rarely,Research & Development,Master's Degree,1,966,Female,Manufacturing Director,1,Married,6725,13554,1,No,3
04-04-2022 00:00,36,Yes,Travel_Rarely,Sales,High School,1,967,Male,Sales Executive,4,Married,10325,5518,1,Yes,3
,33,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,969,Female,Healthcare Representative,4,Single,6949,12291,0,No,3
4/30/2022 12:00:00 AM,37,Yes,Travel_Rarely,Sales,Master's Degree,1,970,Male,Sales Executive,3,Married,10609,14922,5,No,3
,45,No,Non-Travel,Research & Development,Associates Degree,1,972,Male,Laboratory Technician,2,Married,4447,23163,1,No,3
,29,No,Travel_Frequently,Sales,Bachelor's Degree,1,974,Female,Sales Representative,4,Married,2157,18203,1,No,3
,35,No,Travel_Rarely,Sales,Bachelor's Degree,1,975,Female,Sales Executive,3,Married,4601,6179,1,No,3
,52,No,Travel_Rarely,Research & Development,Associates Degree,1,976,Male,Manager,4,Married,17099,13829,2,No,3
04-11-2022 00:00,58,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,977,Male,Research Scientist,3,Single,2479,26227,4,No,4
,53,No,Travel_Rarely,Sales,Associates Degree,1,981,Male,Manager,3,Divorced,14852,13938,6,No,3
,30,No,Travel_Rarely,Sales,Associates Degree,1,982,Male,Sales Executive,3,Divorced,7264,9977,5,No,3
,38,No,Non-Travel,Sales,Bachelor's Degree,1,983,Female,Sales Executive,4,Single,5666,19899,1,Yes,3
,35,No,Travel_Rarely,Sales,Master's Degree,1,984,Male,Sales Executive,4,Divorced,7823,6812,6,No,3
,39,No,Travel_Rarely,Sales,Doctoral Degree,1,985,Male,Sales Executive,3,Single,7880,2560,0,No,3
07-08-2021 00:00,40,Yes,Non-Travel,Sales,Bachelor's Degree,1,986,Female,Sales Executive,2,Single,13194,17071,4,Yes,3
,47,No,Travel_Frequently,Research & Development,Master's Degree,1,987,Male,Manufacturing Director,3,Divorced,5067,6759,1,Yes,3
,36,No,Non-Travel,Sales,Master's Degree,1,990,Male,Sales Executive,4,Divorced,5079,25952,4,No,3
3/14/2022 12:00:00 AM,31,Yes,Non-Travel,Research & Development,Associates Degree,1,991,Male,Research Scientist,1,Single,2321,10322,0,Yes,4
,33,No,Non-Travel,Sales,Bachelor's Degree,1,992,Male,Manager,3,Single,17444,20489,1,No,3
01-03-2022 00:00,29,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,994,Female,Research Scientist,1,Single,2404,11479,6,Yes,4
,33,No,Travel_Rarely,Research & Development,High School,1,995,Female,Research Scientist,4,Single,3452,17241,3,No,3
,45,No,Travel_Rarely,Research & Development,Master's Degree,1,996,Female,Laboratory Technician,4,Divorced,2270,11005,3,No,3
,50,No,Travel_Rarely,Research & Development,Associates Degree,1,997,Male,Research Director,4,Divorced,17399,6615,9,No,4
,33,No,Travel_Frequently,Research & Development,Master's Degree,1,998,Female,Healthcare Representative,2,Married,5488,20161,1,Yes,3
,41,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,999,Male,Research Director,3,Divorced,19419,3735,2,No,3
,27,No,Travel_Rarely,Research & Development,Master's Degree,1,1001,Female,Laboratory Technician,2,Married,2811,12086,9,No,3
,45,No,Non-Travel,Research & Development,Associates Degree,1,1002,Male,Laboratory Technician,1,Married,3633,14039,1,Yes,3
,47,No,Travel_Rarely,Sales,Associates Degree,1,1003,Female,Sales Executive,4,Single,4163,8571,1,Yes,3
7/31/2021 12:00:00 AM,30,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1004,Female,Research Scientist,3,Married,2132,11539,4,Yes,3
,50,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1005,Male,Manufacturing Director,3,Married,13973,4161,3,Yes,3
,38,No,Travel_Frequently,Research & Development,High School,1,1006,Male,Research Scientist,3,Married,2684,12127,0,No,3
,46,No,Travel_Rarely,Research & Development,Associates Degree,1,1007,Male,Manufacturing Director,3,Divorced,10845,24208,6,No,3
,24,No,Travel_Rarely,Research & Development,High School,1,1009,Female,Manufacturing Director,3,Divorced,4377,24117,1,No,3
03-04-2022 00:00,35,Yes,Travel_Rarely,Research & Development,Master's Degree,1,1010,Male,Laboratory Technician,2,Divorced,3743,10074,1,Yes,4
,31,No,Travel_Frequently,Research & Development,High School,1,1011,Female,Manufacturing Director,1,Married,4148,11275,1,No,3
,18,No,Non-Travel,Research & Development,Associates Degree,1,1012,Male,Research Scientist,4,Single,1051,13493,1,No,3
,54,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1013,Female,Manufacturing Director,3,Married,10739,13943,8,No,3
,35,No,Travel_Rarely,Research & Development,Master's Degree,1,1014,Female,Healthcare Representative,3,Divorced,10388,6975,1,Yes,3
,30,No,Travel_Rarely,Research & Development,Associates Degree,1,1015,Female,Research Director,1,Married,11416,17802,0,Yes,3
2/25/2022 12:00:00 AM,20,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1016,Female,Research Scientist,1,Single,2600,18275,1,Yes,3
04-04-2022 00:00,30,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,1017,Female,Laboratory Technician,2,Single,2422,25725,0,No,3
,26,No,Travel_Rarely,Research & Development,Associates Degree,1,1018,Male,Manufacturing Director,4,Married,5472,3334,1,No,3
,22,No,Travel_Rarely,Research & Development,High School,1,1019,Male,Laboratory Technician,1,Married,2451,6881,1,No,3
,48,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1022,Male,Healthcare Representative,3,Single,4240,13119,2,No,3
,48,No,Travel_Rarely,Research & Development,Master's Degree,1,1024,Male,Healthcare Representative,3,Single,10999,22245,7,No,3
,41,No,Travel_Rarely,Research & Development,Associates Degree,1,1025,Female,Manufacturing Director,3,Single,5003,23371,6,No,3
,39,No,Travel_Rarely,Research & Development,High School,1,1026,Female,Manufacturing Director,4,Married,12742,7060,1,No,3
,27,No,Travel_Rarely,Research & Development,Master's Degree,1,1027,Female,Manufacturing Director,4,Married,4227,4658,0,No,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1028,Male,Laboratory Technician,4,Divorced,3917,9541,1,No,4
,42,No,Travel_Rarely,Sales,Associates Degree,1,1029,Male,Manager,3,Married,18303,7770,6,No,3
,50,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1030,Male,Laboratory Technician,4,Married,2380,20165,4,No,3
,59,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1032,Female,Manufacturing Director,4,Single,13726,21829,3,Yes,3
2/25/2022 12:00:00 AM,37,Yes,Travel_Rarely,Research & Development,Associates Degree,1,1033,Female,Healthcare Representative,2,Married,4777,14382,5,No,3
,55,No,Travel_Frequently,Research & Development,Master's Degree,1,1034,Male,Healthcare Representative,2,Married,6385,12992,3,Yes,3
,41,No,Non-Travel,Research & Development,High School,1,1035,Female,Research Director,3,Divorced,19973,20284,1,No,4
,38,No,Travel_Rarely,Sales,Master's Degree,1,1036,Male,Sales Executive,4,Single,6861,4981,8,Yes,3
10/25/2021 12:00:00 AM,26,Yes,Non-Travel,Sales,Associates Degree,1,1037,Male,Sales Executive,1,Single,4969,21813,8,No,3
4/25/2022 12:00:00 AM,52,Yes,Travel_Rarely,Sales,High School,1,1038,Female,Manager,4,Married,19845,25846,1,No,3
,44,No,Travel_Rarely,Sales,Bachelor's Degree,1,1039,Female,Sales Executive,4,Married,13320,11737,3,Yes,3
,50,No,Non-Travel,Sales,Bachelor's Degree,1,1040,Female,Sales Executive,3,Married,6347,24920,0,No,3
10/17/2021 12:00:00 AM,36,Yes,Travel_Rarely,Research & Development,Master's Degree,1,1042,Female,Laboratory Technician,1,Single,2743,8269,1,No,3
,39,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1043,Female,Manufacturing Director,1,Single,10880,5083,1,Yes,3
,33,No,Non-Travel,Sales,High School,1,1044,Female,Sales Representative,4,Single,2342,21437,0,No,3
,45,No,Travel_Rarely,Sales,Associates Degree,1,1045,Female,Manager,4,Married,17650,5404,3,No,3
,32,No,Non-Travel,Research & Development,Master's Degree,1,1046,Female,Laboratory Technician,3,Single,4025,11135,9,No,3
,34,No,Travel_Rarely,Sales,Master's Degree,1,1047,Male,Sales Executive,4,Divorced,9725,12278,0,No,3
,59,No,Travel_Rarely,Sales,Associates Degree,1,1048,Male,Manager,4,Married,11904,11038,3,Yes,3
,45,No,Travel_Rarely,Human Resources,Master's Degree,1,1049,Male,Human Resources,2,Single,2177,8318,1,No,3
,53,No,Travel_Frequently,Sales,Bachelor's Degree,1,1050,Female,Sales Executive,2,Married,7525,23537,2,No,3
2/27/2022 12:00:00 AM,36,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1052,Male,Laboratory Technician,3,Divorced,4834,7858,7,No,3
4/13/2022 12:00:00 AM,26,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,1053,Male,Research Scientist,1,Married,2042,15346,6,Yes,3
,34,No,Travel_Rarely,Sales,Master's Degree,1,1055,Female,Sales Representative,3,Married,2220,18410,1,Yes,3
,28,No,Travel_Rarely,Sales,High School,1,1056,Male,Sales Representative,2,Married,1052,23384,1,No,4
,38,No,Travel_Frequently,Research & Development,Master's Degree,1,1060,Male,Research Scientist,3,Married,2821,2997,3,No,3
,50,No,Travel_Rarely,Research & Development,Master's Degree,1,1061,Male,Research Director,3,Married,19237,12853,2,Yes,3
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1062,Female,Healthcare Representative,2,Single,4107,13848,3,No,3
,40,No,Travel_Rarely,Sales,Bachelor's Degree,1,1066,Male,Sales Executive,1,Married,8396,22217,1,No,3
,26,No,Travel_Frequently,Research & Development,High School,1,1068,Female,Research Scientist,3,Divorced,2007,25265,1,No,3
,46,No,Travel_Rarely,Research & Development,Master's Degree,1,1069,Male,Research Director,4,Divorced,19627,21445,9,No,3
,54,No,Travel_Rarely,Sales,Master's Degree,1,1070,Female,Sales Executive,3,Married,10686,8392,6,No,3
,56,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1071,Female,Research Scientist,3,Married,2942,12154,2,No,3
,36,No,Travel_Rarely,Research & Development,Doctoral Degree,1,1073,Female,Manufacturing Director,4,Single,8858,15669,0,No,3
,55,No,Non-Travel,Research & Development,High School,1,1074,Male,Manager,1,Single,16756,17323,7,No,3
,43,No,Travel_Rarely,Sales,Bachelor's Degree,1,1076,Male,Sales Executive,4,Divorced,10798,5268,5,No,3
2/17/2022 12:00:00 AM,20,Yes,Travel_Frequently,Sales,Bachelor's Degree,1,1077,Female,Sales Representative,4,Single,2323,17205,1,Yes,3
01-03-2022 00:00,21,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1079,Female,Laboratory Technician,1,Single,1416,17258,1,No,3
,46,No,Travel_Rarely,Research & Development,Master's Degree,1,1080,Female,Research Scientist,1,Divorced,4615,21029,8,Yes,4
3/22/2022 12:00:00 AM,51,Yes,Travel_Rarely,Research & Development,Master's Degree,1,1081,Male,Research Scientist,3,Married,2461,10332,9,Yes,3
11-10-2021 00:00,28,Yes,Non-Travel,Research & Development,Associates Degree,1,1082,Male,Healthcare Representative,1,Single,8722,12355,1,No,3
,26,No,Travel_Rarely,Research & Development,Associates Degree,1,1083,Male,Laboratory Technician,1,Married,3955,11141,1,No,3
,30,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1084,Male,Manufacturing Director,1,Married,9957,9096,0,No,3
,41,No,Travel_Rarely,Research & Development,Associates Degree,1,1085,Female,Research Scientist,3,Married,3376,18863,1,No,3
,38,No,Travel_Rarely,Research & Development,High School,1,1088,Female,Healthcare Representative,3,Married,8823,24608,0,No,3
,40,No,Travel_Rarely,Research & Development,Master's Degree,1,1092,Male,Healthcare Representative,4,Married,10322,26542,4,No,4
,27,No,Non-Travel,Research & Development,Doctoral Degree,1,1094,Male,Laboratory Technician,3,Married,4621,5869,1,No,3
,55,No,Travel_Frequently,Research & Development,High School,1,1096,Male,Manufacturing Director,2,Married,10976,15813,3,No,3
,28,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1097,Female,Research Scientist,3,Single,3660,7909,3,No,3
05-06-2022 00:00,44,Yes,Travel_Rarely,Human Resources,Associates Degree,1,1098,Male,Human Resources,1,Married,10482,2326,9,No,3
,33,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1099,Male,Healthcare Representative,4,Divorced,7119,21214,4,No,3
03-10-2022 00:00,35,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,1100,Male,Sales Executive,1,Single,9582,10333,0,Yes,4
10/18/2021 12:00:00 AM,33,Yes,Travel_Frequently,Research & Development,Master's Degree,1,1101,Female,Research Scientist,3,Single,4508,3129,1,No,4
,28,No,Travel_Rarely,Research & Development,Associates Degree,1,1102,Male,Laboratory Technician,3,Divorced,2207,22482,1,No,3
,34,No,Travel_Frequently,Research & Development,High School,1,1103,Male,Healthcare Representative,4,Single,7756,22266,0,No,3
,37,No,Travel_Rarely,Sales,Master's Degree,1,1105,Female,Sales Executive,4,Divorced,6694,24223,2,Yes,3
03-10-2022 00:00,25,Yes,Travel_Rarely,Research & Development,High School,1,1106,Male,Laboratory Technician,4,Married,3691,4605,1,Yes,3
12/17/2021 12:00:00 AM,26,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1107,Male,Laboratory Technician,3,Divorced,2377,19373,1,No,4
11/19/2021 12:00:00 AM,33,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,1108,Male,Research Scientist,2,Single,2313,2993,4,Yes,4
,42,No,Travel_Rarely,Research & Development,Associates Degree,1,1109,Male,Manager,1,Married,17665,14399,0,No,3
05-02-2022 00:00,28,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,1111,Male,Laboratory Technician,2,Divorced,2596,7160,1,No,3
05-04-2022 00:00,50,Yes,Travel_Frequently,Sales,Master's Degree,1,1113,Male,Sales Executive,3,Single,4728,17251,3,Yes,3
,33,No,Travel_Frequently,Sales,Bachelor's Degree,1,1114,Female,Sales Executive,2,Married,4302,13401,0,No,3
,34,No,Non-Travel,Research & Development,Master's Degree,1,1115,Male,Research Scientist,4,Married,2979,22478,3,No,3
,48,No,Non-Travel,Research & Development,Master's Degree,1,1116,Male,Manager,4,Single,16885,16154,2,No,4
,45,No,Non-Travel,Sales,Master's Degree,1,1117,Female,Sales Executive,3,Married,5593,17970,1,No,3
,52,No,Travel_Rarely,Research & Development,Master's Degree,1,1118,Male,Healthcare Representative,2,Single,10445,15322,7,No,3
,38,No,Travel_Rarely,Sales,Master's Degree,1,1119,Male,Sales Executive,3,Divorced,8740,5569,0,Yes,3
,29,No,Travel_Rarely,Research & Development,Master's Degree,1,1120,Female,Research Scientist,4,Divorced,2514,26968,4,No,4
,28,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1121,Female,Manufacturing Director,2,Divorced,7655,8039,0,No,3
,46,No,Travel_Rarely,Sales,High School,1,1124,Male,Manager,3,Married,17465,15596,3,No,3
,38,No,Travel_Rarely,Sales,Associates Degree,1,1125,Male,Sales Executive,2,Single,7351,20619,7,No,3
,43,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1126,Female,Manufacturing Director,1,Married,10820,11535,8,No,3
4/13/2022 12:00:00 AM,39,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,1127,Male,Healthcare Representative,4,Divorced,12169,13547,7,No,3
,40,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1128,Male,Research Director,3,Single,19626,17544,1,No,3
,21,No,Travel_Rarely,Research & Development,High School,1,1131,Female,Research Scientist,2,Single,2070,25326,1,Yes,3
,39,No,Non-Travel,Research & Development,Bachelor's Degree,1,1132,Male,Laboratory Technician,2,Single,6782,8770,9,No,3
,36,No,Non-Travel,Research & Development,Master's Degree,1,1133,Male,Manufacturing Director,4,Single,7779,23238,2,No,4
,31,No,Travel_Frequently,Sales,Bachelor's Degree,1,1135,Male,Sales Representative,4,Married,2791,21981,0,No,3
,28,No,Travel_Rarely,Research & Development,High School,1,1136,Male,Research Scientist,2,Married,3201,19911,0,No,3
,35,No,Travel_Frequently,Sales,Associates Degree,1,1137,Male,Sales Executive,4,Divorced,4968,18500,1,No,3
,49,No,Travel_Rarely,Sales,Master's Degree,1,1138,Male,Sales Executive,2,Married,13120,11879,6,No,3
,34,No,Travel_Frequently,Research & Development,Associates Degree,1,1140,Male,Manufacturing Director,3,Single,4033,15834,2,No,3
,29,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1143,Female,Research Scientist,2,Divorced,3291,17940,0,No,3
,42,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1148,Male,Laboratory Technician,4,Single,4272,9558,4,No,3
,29,No,Travel_Rarely,Research & Development,High School,1,1150,Male,Manufacturing Director,4,Married,5056,17689,1,Yes,3
,38,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,1152,Male,Human Resources,3,Married,2844,6004,1,No,3
,28,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1154,Male,Research Scientist,3,Divorced,2703,22088,1,Yes,3
3/21/2022 12:00:00 AM,18,Yes,Non-Travel,Research & Development,High School,1,1156,Male,Laboratory Technician,3,Single,1904,13556,1,No,3
2/21/2022 12:00:00 AM,33,Yes,Travel_Rarely,Sales,Master's Degree,1,1157,Female,Sales Executive,1,Single,8224,18385,0,Yes,3
,41,No,Travel_Rarely,Research & Development,Master's Degree,1,1158,Male,Laboratory Technician,4,Married,4766,9051,3,Yes,3
1/24/2022 12:00:00 AM,31,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,1160,Male,Laboratory Technician,3,Married,2610,6233,1,No,3
,37,No,Travel_Rarely,Research & Development,Associates Degree,1,1161,Female,Healthcare Representative,4,Divorced,5731,17171,7,No,3
,27,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1162,Male,Research Scientist,3,Married,2539,7950,1,No,3
,34,No,Travel_Rarely,Sales,High School,1,1163,Female,Sales Executive,3,Married,5714,5829,1,No,4
,35,No,Travel_Rarely,Human Resources,Master's Degree,1,1164,Male,Human Resources,3,Single,4323,7108,1,No,3
7/18/2021 12:00:00 AM,29,Yes,Travel_Rarely,Sales,High School,1,1165,Female,Sales Executive,1,Married,7336,11162,1,No,3
,40,No,Travel_Frequently,Research & Development,Master's Degree,1,1166,Female,Research Director,3,Single,13499,13782,9,No,3
12-04-2021 00:00,42,Yes,Travel_Frequently,Sales,Bachelor's Degree,1,1167,Male,Sales Executive,1,Single,13758,2447,0,Yes,3
,42,No,Travel_Rarely,Sales,Master's Degree,1,1171,Male,Sales Executive,1,Single,5155,2253,7,No,3
,35,No,Travel_Rarely,Research & Development,Master's Degree,1,1172,Male,Laboratory Technician,3,Married,2258,16340,6,No,3
,24,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1173,Male,Laboratory Technician,2,Single,3597,6409,8,No,4
12-08-2021 00:00,28,Yes,Travel_Rarely,Research & Development,High School,1,1175,Female,Laboratory Technician,4,Married,2515,22955,1,Yes,3
,26,No,Travel_Rarely,Research & Development,Master's Degree,1,1177,Male,Laboratory Technician,4,Married,4420,13421,1,No,4
,30,No,Travel_Rarely,Sales,Bachelor's Degree,1,1179,Male,Sales Executive,3,Married,6578,2706,1,No,3
,40,No,Travel_Frequently,Research & Development,Associates Degree,1,1180,Female,Research Scientist,4,Married,4422,21203,3,Yes,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1182,Male,Manufacturing Director,2,Divorced,10274,19588,2,No,3
,34,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1184,Male,Healthcare Representative,1,Single,5343,25755,0,No,4
,35,No,Travel_Frequently,Research & Development,Master's Degree,1,1185,Male,Laboratory Technician,4,Married,2376,26537,1,No,3
2/21/2022 12:00:00 AM,43,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,1188,Female,Sales Executive,3,Single,5346,9489,8,No,3
,32,No,Non-Travel,Sales,High School,1,1190,Female,Sales Representative,1,Divorced,2827,14947,1,No,3
,56,No,Travel_Rarely,Research & Development,Master's Degree,1,1191,Female,Manager,1,Divorced,19943,18575,4,No,3
,29,No,Travel_Rarely,Research & Development,High School,1,1192,Female,Laboratory Technician,4,Married,3131,26342,1,No,3
,19,No,Travel_Rarely,Research & Development,Associates Degree,1,1193,Male,Research Scientist,1,Single,2552,7172,1,No,4
,45,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1195,Female,Research Scientist,3,Married,4477,20100,4,Yes,3
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1196,Female,Manufacturing Director,4,Married,6474,9961,1,No,3
,20,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1198,Male,Laboratory Technician,3,Single,3033,12828,1,No,3
01-03-2022 00:00,44,Yes,Travel_Rarely,Research & Development,Master's Degree,1,1200,Male,Research Scientist,3,Single,2936,10826,1,Yes,3
,53,No,Travel_Rarely,Research & Development,Associates Degree,1,1201,Female,Manager,3,Divorced,18606,18640,3,No,3
,29,No,Travel_Rarely,Research & Development,High School,1,1202,Female,Research Scientist,4,Married,2168,26933,0,Yes,3
3/31/2022 12:00:00 AM,22,Yes,Travel_Frequently,Research & Development,Master's Degree,1,1203,Male,Research Scientist,4,Married,2853,4223,0,Yes,3
,46,No,Travel_Rarely,Sales,Bachelor's Degree,1,1204,Female,Manager,1,Married,17048,24097,8,No,4
,44,No,Non-Travel,Research & Development,Bachelor's Degree,1,1206,Male,Research Scientist,3,Single,2290,4279,2,No,3
,33,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,1207,Male,Human Resources,3,Married,3600,8429,1,No,3
03-12-2022 00:00,41,Yes,Non-Travel,Research & Development,Associates Degree,1,1210,Male,Research Scientist,1,Divorced,2107,20293,6,No,3
,30,No,Travel_Rarely,Sales,Master's Degree,1,1211,Male,Sales Executive,1,Divorced,4115,13192,8,No,3
,40,No,Travel_Frequently,Sales,Master's Degree,1,1212,Male,Sales Executive,2,Married,4327,25440,5,No,3
,50,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1215,Female,Manager,1,Married,17856,9490,2,No,4
,28,No,Travel_Rarely,Research & Development,Master's Degree,1,1216,Male,Laboratory Technician,1,Married,3196,12449,1,No,3
,46,No,Travel_Rarely,Research & Development,Associates Degree,1,1217,Male,Research Director,2,Married,19081,10849,5,No,3
,35,No,Travel_Rarely,Sales,Master's Degree,1,1218,Male,Sales Executive,1,Married,8966,21026,3,Yes,3
10-04-2021 00:00,24,Yes,Travel_Rarely,Research & Development,Associates Degree,1,1219,Female,Laboratory Technician,2,Married,2210,3372,1,No,3
,33,No,Travel_Frequently,Sales,Bachelor's Degree,1,1220,Female,Sales Executive,3,Married,4539,4905,1,No,3
,36,No,Travel_Rarely,Research & Development,Master's Degree,1,1221,Male,Laboratory Technician,3,Divorced,2741,6865,1,No,3
,30,No,Travel_Rarely,Research & Development,Master's Degree,1,1224,Male,Laboratory Technician,3,Divorced,3491,11309,1,No,3
,44,No,Travel_Rarely,Research & Development,Master's Degree,1,1225,Male,Research Scientist,4,Single,4541,7744,1,No,4
,20,No,Travel_Rarely,Sales,Bachelor's Degree,1,1226,Male,Sales Representative,4,Single,2678,5050,1,No,3
,46,No,Travel_Rarely,Research & Development,Master's Degree,1,1228,Male,Manufacturing Director,4,Divorced,7379,17433,2,No,3
,42,No,Non-Travel,Human Resources,Doctoral Degree,1,1231,Male,Human Resources,1,Married,6272,12858,7,No,3
,60,No,Travel_Rarely,Sales,Master's Degree,1,1233,Male,Sales Executive,4,Divorced,5220,10893,0,Yes,3
,32,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,1234,Female,Laboratory Technician,2,Married,2743,7331,1,No,4
,32,No,Travel_Frequently,Research & Development,Associates Degree,1,1235,Female,Research Scientist,3,Single,4998,2338,4,Yes,3
,36,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1237,Female,Manufacturing Director,1,Divorced,10252,4235,2,Yes,4
,33,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1238,Male,Research Scientist,4,Married,2781,6311,0,No,3
,40,No,Travel_Rarely,Sales,Bachelor's Degree,1,1239,Female,Sales Executive,2,Divorced,6852,11591,7,No,3
,25,No,Travel_Rarely,Sales,Master's Degree,1,1240,Male,Sales Executive,4,Single,4950,20623,0,No,3
,30,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1241,Male,Research Scientist,2,Married,3579,9369,0,Yes,4
,42,No,Travel_Frequently,Research & Development,Doctoral Degree,1,1242,Female,Research Director,1,Married,13191,23281,3,Yes,3
,35,No,Non-Travel,Sales,Associates Degree,1,1243,Female,Sales Executive,4,Married,10377,13755,4,Yes,3
,27,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,1244,Male,Research Scientist,1,Married,2235,14377,1,Yes,3
,54,No,Travel_Frequently,Research & Development,Master's Degree,1,1245,Female,Manufacturing Director,3,Divorced,10502,9659,7,No,3
,44,No,Travel_Rarely,Research & Development,High School,1,1246,Female,Research Scientist,4,Married,2011,19982,1,No,3
